DATE,WILL5000PRFC
1982-02-05,1216.69
1982-02-08,1190.32
1982-02-09,1178.96
1982-02-10,1187.01
1982-02-11,1185.12
1982-02-12,1184.76
1982-02-15,.
1982-02-16,1179.74
1982-02-17,1177.44
1982-02-18,1178.59
1982-02-19,1172.55
1982-02-22,1158.30
1982-02-23,1154.93
1982-02-24,1171.71
1982-02-25,1171.91
1982-02-26,1170.37
1982-03-01,1172.60
1982-03-02,1167.60
1982-03-03,1149.06
1982-03-04,1137.79
1982-03-05,1129.60
1982-03-08,1109.79
1982-03-09,1120.94
1982-03-10,1125.99
1982-03-11,1124.37
1982-03-12,1115.53
1982-03-15,1120.69
1982-03-16,1120.47
1982-03-17,1118.90
1982-03-18,1132.15
1982-03-19,1136.09
1982-03-22,1157.91
1982-03-23,1165.72
1982-03-24,1160.55
1982-03-25,1163.89
1982-03-26,1153.76
1982-03-29,1155.89
1982-03-30,1155.67
1982-03-31,1153.70
1982-04-01,1170.43
1982-04-02,1182.81
1982-04-05,1179.81
1982-04-06,1185.95
1982-04-07,1188.23
1982-04-08,1196.00
1982-04-09,.
1982-04-12,1194.37
1982-04-13,1194.68
1982-04-14,1193.04
1982-04-15,1197.90
1982-04-16,1203.10
1982-04-19,1202.79
1982-04-20,1191.15
1982-04-21,1194.00
1982-04-22,1207.68
1982-04-23,1220.69
1982-04-26,1226.68
1982-04-27,1216.25
1982-04-28,1209.61
1982-04-29,1199.34
1982-04-30,1201.46
1982-05-03,1204.61
1982-05-04,1211.00
1982-05-05,1212.80
1982-05-06,1222.79
1982-05-07,1230.79
1982-05-10,1222.30
1982-05-11,1232.59
1982-05-12,1230.81
1982-05-13,1222.05
1982-05-14,1221.33
1982-05-17,1208.63
1982-05-18,1199.61
1982-05-19,1189.76
1982-05-20,1185.01
1982-05-21,1188.05
1982-05-24,1185.97
1982-05-25,1182.04
1982-05-26,1168.44
1982-05-27,1163.15
1982-05-28,1157.85
1982-05-31,.
1982-06-01,1154.25
1982-06-02,1157.45
1982-06-03,1154.74
1982-06-04,1137.26
1982-06-07,1135.77
1982-06-08,1130.60
1982-06-09,1122.61
1982-06-10,1127.30
1982-06-11,1144.64
1982-06-14,1132.62
1982-06-15,1128.30
1982-06-16,1121.83
1982-06-17,1109.15
1982-06-18,1104.97
1982-06-21,1103.90
1982-06-22,1113.67
1982-06-23,1130.63
1982-06-24,1128.75
1982-06-25,1122.03
1982-06-28,1131.72
1982-06-29,1126.02
1982-06-30,1125.13
1982-07-01,1117.48
1982-07-02,1109.04
1982-07-05,.
1982-07-06,1105.01
1982-07-07,1102.97
1982-07-08,1104.08
1982-07-09,1116.73
1982-07-12,1123.87
1982-07-13,1122.95
1982-07-14,1130.19
1982-07-15,1131.21
1982-07-16,1136.55
1982-07-19,1134.96
1982-07-20,1141.77
1982-07-21,1140.51
1982-07-22,1141.97
1982-07-23,1140.68
1982-07-26,1132.71
1982-07-27,1124.25
1982-07-28,1106.93
1982-07-29,1105.24
1982-07-30,1099.70
1982-08-02,1116.23
1982-08-03,1106.73
1982-08-04,1090.50
1982-08-05,1081.65
1982-08-06,1068.46
1982-08-09,1059.65
1982-08-10,1057.50
1982-08-11,1054.08
1982-08-12,1051.12
1982-08-13,1062.41
1982-08-16,1066.15
1982-08-17,1110.30
1982-08-18,1110.48
1982-08-19,1114.89
1982-08-20,1149.58
1982-08-23,1178.90
1982-08-24,1176.46
1982-08-25,1199.60
1982-08-26,1212.53
1982-08-27,1199.36
1982-08-30,1204.66
1982-08-31,1219.94
1982-09-01,1210.70
1982-09-02,1227.52
1982-09-03,1249.86
1982-09-06,.
1982-09-07,1239.62
1982-09-08,1247.68
1982-09-09,1247.42
1982-09-10,1237.58
1982-09-13,1247.88
1982-09-14,1257.62
1982-09-15,1268.73
1982-09-16,1265.85
1982-09-17,1254.52
1982-09-20,1251.82
1982-09-21,1273.69
1982-09-22,1268.13
1982-09-23,1265.66
1982-09-24,1262.15
1982-09-27,1263.64
1982-09-28,1261.03
1982-09-29,1245.89
1982-09-30,1235.79
1982-10-01,1249.23
1982-10-04,1244.77
1982-10-05,1250.35
1982-10-06,1286.74
1982-10-07,1314.58
1982-10-08,1336.70
1982-10-11,1370.60
1982-10-12,1369.73
1982-10-13,1396.67
1982-10-14,1377.65
1982-10-15,1368.96
1982-10-18,1396.81
1982-10-19,1396.08
1982-10-20,1421.62
1982-10-21,1422.59
1982-10-22,1422.80
1982-10-25,1369.45
1982-10-26,1377.58
1982-10-27,1388.86
1982-10-28,1375.82
1982-10-29,1377.33
1982-11-01,1393.29
1982-11-02,1414.35
1982-11-03,1464.85
1982-11-04,1458.98
1982-11-05,1463.86
1982-11-08,1449.77
1982-11-09,1474.98
1982-11-10,1459.80
1982-11-11,1465.75
1982-11-12,1448.99
1982-11-15,1425.79
1982-11-16,1405.30
1982-11-17,1429.31
1982-11-18,1435.00
1982-11-19,1424.67
1982-11-22,1399.61
1982-11-23,1386.54
1982-11-24,1395.30
1982-11-25,.
1982-11-26,1404.68
1982-11-29,1397.35
1982-11-30,1435.37
1982-12-01,1440.74
1982-12-02,1440.22
1982-12-03,1439.30
1982-12-06,1465.18
1982-12-07,1474.57
1982-12-08,1468.55
1982-12-09,1451.22
1982-12-10,1445.28
1982-12-13,1446.43
1982-12-14,1423.39
1982-12-15,1400.19
1982-12-16,1399.37
1982-12-17,1419.78
1982-12-20,1408.22
1982-12-21,1427.85
1982-12-22,1431.49
1982-12-23,1440.77
1982-12-24,.
1982-12-27,1461.05
1982-12-28,1449.58
1982-12-29,1454.32
1982-12-30,1447.29
1982-12-31,1451.59
1983-01-03,1431.20
1983-01-04,1455.59
1983-01-05,1465.07
1983-01-06,1499.37
1983-01-07,1501.62
1983-01-10,1519.59
1983-01-11,1511.09
1983-01-12,1520.55
1983-01-13,1512.40
1983-01-14,1521.86
1983-01-17,1525.10
1983-01-18,1522.54
1983-01-19,1511.82
1983-01-20,1521.20
1983-01-21,1497.55
1983-01-24,1455.74
1983-01-25,1470.88
1983-01-26,1471.03
1983-01-27,1496.75
1983-01-28,1501.35
1983-01-31,1508.98
1983-02-01,1490.63
1983-02-02,1491.69
1983-02-03,1501.82
1983-02-04,1519.98
1983-02-07,1528.48
1983-02-08,1518.18
1983-02-09,1513.25
1983-02-10,1536.36
1983-02-11,1539.25
1983-02-14,1551.90
1983-02-15,1550.19
1983-02-16,1542.32
1983-02-17,1541.82
1983-02-18,1547.96
1983-02-21,.
1983-02-22,1523.47
1983-02-23,1535.48
1983-02-24,1560.89
1983-02-25,1562.48
1983-02-28,1548.13
1983-03-01,1571.69
1983-03-02,1586.34
1983-03-03,1598.28
1983-03-04,1602.08
1983-03-07,1604.26
1983-03-08,1582.45
1983-03-09,1597.56
1983-03-10,1588.92
1983-03-11,1583.93
1983-03-14,1578.43
1983-03-15,1581.53
1983-03-16,1568.38
1983-03-17,1565.10
1983-03-18,1568.59
1983-03-21,1578.78
1983-03-22,1575.83
1983-03-23,1595.52
1983-03-24,1601.68
1983-03-25,1596.34
1983-03-28,1587.76
1983-03-29,1586.55
1983-03-30,1602.22
1983-03-31,1600.06
1983-04-01,.
1983-04-04,1599.66
1983-04-05,1590.40
1983-04-06,1581.18
1983-04-07,1586.56
1983-04-08,1596.29
1983-04-11,1617.19
1983-04-12,1624.66
1983-04-13,1636.01
1983-04-14,1651.58
1983-04-15,1658.42
1983-04-18,1668.24
1983-04-19,1659.83
1983-04-20,1679.45
1983-04-21,1674.43
1983-04-22,1679.94
1983-04-25,1664.61
1983-04-26,1690.08
1983-04-27,1688.17
1983-04-28,1702.90
1983-04-29,1716.89
1983-05-02,1695.03
1983-05-03,1696.38
1983-05-04,1708.50
1983-05-05,1723.25
1983-05-06,1743.42
1983-05-09,1743.25
1983-05-10,1747.29
1983-05-11,1738.94
1983-05-12,1733.05
1983-05-13,1741.28
1983-05-16,1724.20
1983-05-17,1729.92
1983-05-18,1730.25
1983-05-19,1717.97
1983-05-20,1719.45
1983-05-23,1729.64
1983-05-24,1752.00
1983-05-25,1760.56
1983-05-26,1757.37
1983-05-27,1750.88
1983-05-30,.
1983-05-31,1729.91
1983-06-01,1730.16
1983-06-02,1743.81
1983-06-03,1751.86
1983-06-06,1757.72
1983-06-07,1740.12
1983-06-08,1729.21
1983-06-09,1730.66
1983-06-10,1741.92
1983-06-13,1763.15
1983-06-14,1769.79
1983-06-15,1784.84
1983-06-16,1805.98
1983-06-17,1807.40
1983-06-20,1804.85
1983-06-21,1818.15
1983-06-22,1824.85
1983-06-23,1820.60
1983-06-24,1822.25
1983-06-27,1800.54
1983-06-28,1768.64
1983-06-29,1776.07
1983-06-30,1791.70
1983-07-01,1802.96
1983-07-04,.
1983-07-05,1778.69
1983-07-06,1799.88
1983-07-07,1790.91
1983-07-08,1785.70
1983-07-11,1795.48
1983-07-12,1770.48
1983-07-13,1766.96
1983-07-14,1773.18
1983-07-15,1755.69
1983-07-18,1747.84
1983-07-19,1757.37
1983-07-20,1798.73
1983-07-21,1798.73
1983-07-22,1801.19
1983-07-25,1806.47
1983-07-26,1815.43
1983-07-27,1787.05
1983-07-28,1759.82
1983-07-29,1733.45
1983-08-01,1725.84
1983-08-02,1723.48
1983-08-03,1734.04
1983-08-04,1706.59
1983-08-05,1719.17
1983-08-08,1690.61
1983-08-09,1695.74
1983-08-10,1709.83
1983-08-11,1712.38
1983-08-12,1720.48
1983-08-15,1736.25
1983-08-16,1730.58
1983-08-17,1748.30
1983-08-18,1734.03
1983-08-19,1736.84
1983-08-22,1740.29
1983-08-23,1724.03
1983-08-24,1708.81
1983-08-25,1703.40
1983-08-26,1713.96
1983-08-29,1713.79
1983-08-30,1717.29
1983-08-31,1734.15
1983-09-01,1735.28
1983-09-02,1745.43
1983-09-05,.
1983-09-06,1773.93
1983-09-07,1775.14
1983-09-08,1775.08
1983-09-09,1768.36
1983-09-12,1760.01
1983-09-13,1748.47
1983-09-14,1751.81
1983-09-15,1743.37
1983-09-16,1759.66
1983-09-19,1776.70
1983-09-20,1791.15
1983-09-21,1784.78
1983-09-22,1797.65
1983-09-23,1794.56
1983-09-26,1800.36
1983-09-27,1783.30
1983-09-28,1777.04
1983-09-29,1769.78
1983-09-30,1757.86
1983-10-03,1752.01
1983-10-04,1756.26
1983-10-05,1768.36
1983-10-06,1791.64
1983-10-07,1797.35
1983-10-10,1811.83
1983-10-11,1790.55
1983-10-12,1781.11
1983-10-13,1781.13
1983-10-14,1780.40
1983-10-17,1784.40
1983-10-18,1756.32
1983-10-19,1742.91
1983-10-20,1746.11
1983-10-21,1735.48
1983-10-24,1736.42
1983-10-25,1737.62
1983-10-26,1727.56
1983-10-27,1721.30
1983-10-28,1708.16
1983-10-31,1707.46
1983-11-01,1705.69
1983-11-02,1719.96
1983-11-03,1708.56
1983-11-04,1698.68
1983-11-07,1692.15
1983-11-08,1688.70
1983-11-09,1707.86
1983-11-10,1714.24
1983-11-11,1733.60
1983-11-14,1739.23
1983-11-15,1730.03
1983-11-16,1736.89
1983-11-17,1738.54
1983-11-18,1730.93
1983-11-21,1739.40
1983-11-22,1746.99
1983-11-23,1748.21
1983-11-24,.
1983-11-25,1751.10
1983-11-28,1744.92
1983-11-29,1759.31
1983-11-30,1747.26
1983-12-01,1747.63
1983-12-02,1737.67
1983-12-05,1737.37
1983-12-06,1733.08
1983-12-07,1736.98
1983-12-08,1729.37
1983-12-09,1728.47
1983-12-12,1732.36
1983-12-13,1725.86
1983-12-14,1710.12
1983-12-15,1694.09
1983-12-16,1700.12
1983-12-19,1698.32
1983-12-20,1695.05
1983-12-21,1708.62
1983-12-22,1706.49
1983-12-23,1704.97
1983-12-26,.
1983-12-27,1718.15
1983-12-28,1722.53
1983-12-29,1719.82
1983-12-30,1723.62
1984-01-02,.
1984-01-03,1714.76
1984-01-04,1741.14
1984-01-05,1761.30
1984-01-06,1770.07
1984-01-09,1766.13
1984-01-10,1758.21
1984-01-11,1757.49
1984-01-12,1757.84
1984-01-13,1750.83
1984-01-16,1750.95
1984-01-17,1753.73
1984-01-18,1751.93
1984-01-19,1746.69
1984-01-20,1738.30
1984-01-23,1721.50
1984-01-24,1728.92
1984-01-25,1716.96
1984-01-26,1710.25
1984-01-27,1706.01
1984-01-30,1691.67
1984-01-31,1692.65
1984-02-01,1684.10
1984-02-02,1689.49
1984-02-03,1667.43
1984-02-06,1637.05
1984-02-07,1639.89
1984-02-08,1612.61
1984-02-09,1604.57
1984-02-10,1611.71
1984-02-13,1597.14
1984-02-14,1611.63
1984-02-15,1609.33
1984-02-16,1606.79
1984-02-17,1602.60
1984-02-20,.
1984-02-21,1591.72
1984-02-22,1588.18
1984-02-23,1585.30
1984-02-24,1616.83
1984-02-27,1635.35
1984-02-28,1612.78
1984-02-29,1616.94
1984-03-01,1627.31
1984-03-02,1638.06
1984-03-05,1626.40
1984-03-06,1610.59
1984-03-07,1592.65
1984-03-08,1597.92
1984-03-09,1590.27
1984-03-12,1606.22
1984-03-13,1612.99
1984-03-14,1612.97
1984-03-15,1619.27
1984-03-16,1638.15
1984-03-19,1622.84
1984-03-20,1631.62
1984-03-21,1630.04
1984-03-22,1613.05
1984-03-23,1613.30
1984-03-26,1609.96
1984-03-27,1614.38
1984-03-28,1636.24
1984-03-29,1635.49
1984-03-30,1633.98
1984-04-02,1623.60
1984-04-03,1618.63
1984-04-04,1616.43
1984-04-05,1593.12
1984-04-06,1593.47
1984-04-09,1591.62
1984-04-10,1595.70
1984-04-11,1587.28
1984-04-12,1609.44
1984-04-13,1608.58
1984-04-16,1616.14
1984-04-17,1624.34
1984-04-18,1615.58
1984-04-19,1616.45
1984-04-20,.
1984-04-23,1604.79
1984-04-24,1615.22
1984-04-25,1619.91
1984-04-26,1635.44
1984-04-27,1634.35
1984-04-30,1635.44
1984-05-01,1651.20
1984-05-02,1657.02
1984-05-03,1653.71
1984-05-04,1634.95
1984-05-07,1637.18
1984-05-08,1646.74
1984-05-09,1642.30
1984-05-10,1641.34
1984-05-11,1627.08
1984-05-14,1617.10
1984-05-15,1620.07
1984-05-16,1620.84
1984-05-17,1604.89
1984-05-18,1593.49
1984-05-21,1584.89
1984-05-22,1574.71
1984-05-23,1567.67
1984-05-24,1545.76
1984-05-25,1548.25
1984-05-28,.
1984-05-29,1535.78
1984-05-30,1535.04
1984-05-31,1540.08
1984-06-01,1565.01
1984-06-04,1578.66
1984-06-05,1573.39
1984-06-06,1584.54
1984-06-07,1584.77
1984-06-08,1587.33
1984-06-11,1568.24
1984-06-12,1560.81
1984-06-13,1560.14
1984-06-14,1545.02
1984-06-15,1533.53
1984-06-18,1557.23
1984-06-19,1565.37
1984-06-20,1582.82
1984-06-21,1582.17
1984-06-22,1583.37
1984-06-25,1579.79
1984-06-26,1567.97
1984-06-27,1557.24
1984-06-28,1567.19
1984-06-29,1571.33
1984-07-02,1569.69
1984-07-03,1573.68
1984-07-04,.
1984-07-05,1566.70
1984-07-06,1561.37
1984-07-09,1569.10
1984-07-10,1565.90
1984-07-11,1545.74
1984-07-12,1540.04
1984-07-13,1547.11
1984-07-16,1550.33
1984-07-17,1556.80
1984-07-18,1547.79
1984-07-19,1537.74
1984-07-20,1528.84
1984-07-23,1519.30
1984-07-24,1508.83
1984-07-25,1516.45
1984-07-26,1528.12
1984-07-27,1540.31
1984-07-30,1532.25
1984-07-31,1536.91
1984-08-01,1568.73
1984-08-02,1607.46
1984-08-03,1652.08
1984-08-06,1660.71
1984-08-07,1659.73
1984-08-08,1652.17
1984-08-09,1685.98
1984-08-10,1688.07
1984-08-13,1686.73
1984-08-14,1678.61
1984-08-15,1664.45
1984-08-16,1673.62
1984-08-17,1676.85
1984-08-20,1681.03
1984-08-21,1707.27
1984-08-22,1702.82
1984-08-23,1704.02
1984-08-24,1708.59
1984-08-27,1698.53
1984-08-28,1706.60
1984-08-29,1705.40
1984-08-30,1701.56
1984-08-31,1702.10
1984-09-03,.
1984-09-04,1686.05
1984-09-05,1680.77
1984-09-06,1693.19
1984-09-07,1683.19
1984-09-10,1680.94
1984-09-11,1684.21
1984-09-12,1684.65
1984-09-13,1711.92
1984-09-14,1722.89
1984-09-17,1723.78
1984-09-18,1713.87
1984-09-19,1708.15
1984-09-20,1712.23
1984-09-21,1698.98
1984-09-24,1693.52
1984-09-25,1693.62
1984-09-26,1699.20
1984-09-27,1704.85
1984-09-28,1698.07
1984-10-01,1683.38
1984-10-02,1673.15
1984-10-03,1661.84
1984-10-04,1665.55
1984-10-05,1664.64
1984-10-08,1658.66
1984-10-09,1654.76
1984-10-10,1657.46
1984-10-11,1665.01
1984-10-12,1678.09
1984-10-15,1692.35
1984-10-16,1684.28
1984-10-17,1679.33
1984-10-18,1712.03
1984-10-19,1713.65
1984-10-22,1708.86
1984-10-23,1706.49
1984-10-24,1707.09
1984-10-25,1698.43
1984-10-26,1687.68
1984-10-29,1682.12
1984-10-30,1698.84
1984-10-31,1692.87
1984-11-01,1705.00
1984-11-02,1705.24
1984-11-05,1715.98
1984-11-06,1733.28
1984-11-07,1722.37
1984-11-08,1717.93
1984-11-09,1710.87
1984-11-12,1707.11
1984-11-13,1695.47
1984-11-14,1694.13
1984-11-15,1692.39
1984-11-16,1675.88
1984-11-19,1665.22
1984-11-20,1672.33
1984-11-21,1675.25
1984-11-22,.
1984-11-23,1698.33
1984-11-26,1686.69
1984-11-27,1692.82
1984-11-28,1682.68
1984-11-29,1671.63
1984-11-30,1666.92
1984-12-03,1659.43
1984-12-04,1662.40
1984-12-05,1649.81
1984-12-06,1654.51
1984-12-07,1650.71
1984-12-10,1655.50
1984-12-11,1657.94
1984-12-12,1654.21
1984-12-13,1648.13
1984-12-14,1656.61
1984-12-17,1663.85
1984-12-18,1704.33
1984-12-19,1699.29
1984-12-20,1693.29
1984-12-21,1686.61
1984-12-24,1697.51
1984-12-25,.
1984-12-26,1695.75
1984-12-27,1689.20
1984-12-28,1693.35
1984-12-31,1702.01
1985-01-01,.
1985-01-02,1685.73
1985-01-03,1680.13
1985-01-04,1672.59
1985-01-07,1677.11
1985-01-08,1675.92
1985-01-09,1687.05
1985-01-10,1716.24
1985-01-11,1715.75
1985-01-14,1740.40
1985-01-15,1745.38
1985-01-16,1752.35
1985-01-17,1751.47
1985-01-18,1757.18
1985-01-21,1792.17
1985-01-22,1796.61
1985-01-23,1813.76
1985-01-24,1812.03
1985-01-25,1819.62
1985-01-28,1822.83
1985-01-29,1838.33
1985-01-30,1843.56
1985-01-31,1845.24
1985-02-01,1836.56
1985-02-04,1853.05
1985-02-05,1858.99
1985-02-06,1860.65
1985-02-07,1875.25
1985-02-08,1879.52
1985-02-11,1865.08
1985-02-12,1865.62
1985-02-13,1890.37
1985-02-14,1884.80
1985-02-15,1877.82
1985-02-18,.
1985-02-19,1873.73
1985-02-20,1874.78
1985-02-21,1864.74
1985-02-22,1856.00
1985-02-25,1851.98
1985-02-26,1866.97
1985-02-27,1863.30
1985-02-28,1868.27
1985-03-01,1886.95
1985-03-04,1877.45
1985-03-05,1878.27
1985-03-06,1864.08
1985-03-07,1853.49
1985-03-08,1848.60
1985-03-11,1844.36
1985-03-12,1850.76
1985-03-13,1835.17
1985-03-14,1832.18
1985-03-15,1822.68
1985-03-18,1822.75
1985-03-19,1847.18
1985-03-20,1843.96
1985-03-21,1847.24
1985-03-22,1844.28
1985-03-25,1832.71
1985-03-26,1835.95
1985-03-27,1847.31
1985-03-28,1848.50
1985-03-29,1859.77
1985-04-01,1864.73
1985-04-02,1858.39
1985-04-03,1844.99
1985-04-04,1843.39
1985-04-05,.
1985-04-08,1836.60
1985-04-09,1837.33
1985-04-10,1849.82
1985-04-11,1857.65
1985-04-12,1861.38
1985-04-15,1865.19
1985-04-16,1868.33
1985-04-17,1873.87
1985-04-18,1866.72
1985-04-19,1867.92
1985-04-22,1864.27
1985-04-23,1874.30
1985-04-24,1877.13
1985-04-25,1886.61
1985-04-26,1876.83
1985-04-29,1861.54
1985-04-30,1852.76
1985-05-01,1839.12
1985-05-02,1843.29
1985-05-03,1852.92
1985-05-06,1854.20
1985-05-07,1861.39
1985-05-08,1862.20
1985-05-09,1876.31
1985-05-10,1899.72
1985-05-13,1904.03
1985-05-14,1897.54
1985-05-15,1903.66
1985-05-16,1914.45
1985-05-17,1931.08
1985-05-20,1953.07
1985-05-21,1951.78
1985-05-22,1940.33
1985-05-23,1931.42
1985-05-24,1937.74
1985-05-27,.
1985-05-28,1934.40
1985-05-29,1933.79
1985-05-30,1934.02
1985-05-31,1948.25
1985-06-03,1947.33
1985-06-04,1955.26
1985-06-05,1958.78
1985-06-06,1965.65
1985-06-07,1954.14
1985-06-10,1951.92
1985-06-11,1947.96
1985-06-12,1935.76
1985-06-13,1915.85
1985-06-14,1930.13
1985-06-17,1925.30
1985-06-18,1932.63
1985-06-19,1927.97
1985-06-20,1928.08
1985-06-21,1950.84
1985-06-24,1947.42
1985-06-25,1955.72
1985-06-26,1959.20
1985-06-27,1970.04
1985-06-28,1977.84
1985-07-01,1983.05
1985-07-02,1980.62
1985-07-03,1977.25
1985-07-04,.
1985-07-05,1988.29
1985-07-08,1981.56
1985-07-09,1975.10
1985-07-10,1987.33
1985-07-11,1994.11
1985-07-12,1998.11
1985-07-15,1996.18
1985-07-16,2015.69
1985-07-17,2024.96
1985-07-18,2012.93
1985-07-19,2020.92
1985-07-22,2011.13
1985-07-23,1995.41
1985-07-24,1985.20
1985-07-25,1987.19
1985-07-26,1988.80
1985-07-29,1962.57
1985-07-30,1962.95
1985-07-31,1972.98
1985-08-01,1985.49
1985-08-02,1981.50
1985-08-05,1970.46
1985-08-06,1945.52
1985-08-07,1941.28
1985-08-08,1954.29
1985-08-09,1948.86
1985-08-12,1942.41
1985-08-13,1939.84
1985-08-14,1941.33
1985-08-15,1940.81
1985-08-16,1928.86
1985-08-19,1932.11
1985-08-20,1944.69
1985-08-21,1954.47
1985-08-22,1939.07
1985-08-23,1938.31
1985-08-26,1939.05
1985-08-27,1946.50
1985-08-28,1952.97
1985-08-29,1954.47
1985-08-30,1953.10
1985-09-02,.
1985-09-03,1944.11
1985-09-04,1938.75
1985-09-05,1937.21
1985-09-06,1946.02
1985-09-09,1947.07
1985-09-10,1933.24
1985-09-11,1913.10
1985-09-12,1898.60
1985-09-13,1888.34
1985-09-16,1885.23
1985-09-17,1868.07
1985-09-18,1869.84
1985-09-19,1887.62
1985-09-20,1878.51
1985-09-23,1898.00
1985-09-24,1881.79
1985-09-25,1863.40
1985-09-26,1865.94
1985-09-27,.
1985-09-30,1871.23
1985-10-01,1896.06
1985-10-02,1889.42
1985-10-03,1891.90
1985-10-04,1882.14
1985-10-07,1868.89
1985-10-08,1867.04
1985-10-09,1873.45
1985-10-10,1877.89
1985-10-11,1892.61
1985-10-14,1911.72
1985-10-15,1910.12
1985-10-16,1926.82
1985-10-17,1926.32
1985-10-18,1922.77
1985-10-21,1920.69
1985-10-22,1931.20
1985-10-23,1940.26
1985-10-24,1936.38
1985-10-25,1927.54
1985-10-28,1927.59
1985-10-29,1941.24
1985-10-30,1949.89
1985-10-31,1949.96
1985-11-01,1964.79
1985-11-04,1963.03
1985-11-05,1973.74
1985-11-06,1979.24
1985-11-07,1979.78
1985-11-08,1992.02
1985-11-11,2024.18
1985-11-12,2033.05
1985-11-13,2024.89
1985-11-14,2042.12
1985-11-15,2036.01
1985-11-18,2039.10
1985-11-19,2041.15
1985-11-20,2043.84
1985-11-21,2065.69
1985-11-22,2068.75
1985-11-25,2058.24
1985-11-26,2060.44
1985-11-27,2076.27
1985-11-28,.
1985-11-29,2076.72
1985-12-02,2062.88
1985-12-03,2065.56
1985-12-04,2096.91
1985-12-05,2096.90
1985-12-06,2086.54
1985-12-09,2095.93
1985-12-10,2098.64
1985-12-11,2116.68
1985-12-12,2123.39
1985-12-13,2153.08
1985-12-16,2170.39
1985-12-17,2156.64
1985-12-18,2148.80
1985-12-19,2150.05
1985-12-20,2159.21
1985-12-23,2137.40
1985-12-24,2125.40
1985-12-25,.
1985-12-26,2129.58
1985-12-27,2148.43
1985-12-30,2157.15
1985-12-31,2164.69
1986-01-01,.
1986-01-02,2151.75
1986-01-03,2163.79
1986-01-06,2162.10
1986-01-07,2192.95
1986-01-08,2145.50
1986-01-09,2121.67
1986-01-10,2122.24
1986-01-13,2128.29
1986-01-14,2128.94
1986-01-15,2145.90
1986-01-16,2155.63
1986-01-17,2152.49
1986-01-20,2143.68
1986-01-21,2129.25
1986-01-22,2109.61
1986-01-23,2115.50
1986-01-24,2135.55
1986-01-27,2144.89
1986-01-28,2165.47
1986-01-29,2169.92
1986-01-30,2163.86
1986-01-31,2184.11
1986-02-03,2203.01
1986-02-04,2193.63
1986-02-05,2196.41
1986-02-06,2204.26
1986-02-07,2214.03
1986-02-10,2228.11
1986-02-11,2228.43
1986-02-12,2231.88
1986-02-13,2244.76
1986-02-14,2265.00
1986-02-17,.
1986-02-18,2287.66
1986-02-19,2267.30
1986-02-20,2288.56
1986-02-21,2311.21
1986-02-24,2307.49
1986-02-25,2303.77
1986-02-26,2306.28
1986-02-27,2330.98
1986-02-28,2335.94
1986-03-03,2326.06
1986-03-04,2323.10
1986-03-05,2319.00
1986-03-06,2328.04
1986-03-07,2332.35
1986-03-10,2340.59
1986-03-11,2385.96
1986-03-12,2396.52
1986-03-13,2401.57
1986-03-14,2428.98
1986-03-17,2408.04
1986-03-18,2420.87
1986-03-19,2418.99
1986-03-20,2427.75
1986-03-21,2409.42
1986-03-24,2418.94
1986-03-25,2411.41
1986-03-26,2435.43
1986-03-27,2453.20
1986-03-28,.
1986-03-31,2455.24
1986-04-01,2426.12
1986-04-02,2430.43
1986-04-03,2403.52
1986-04-04,2370.61
1986-04-07,2364.01
1986-04-08,2408.00
1986-04-09,2413.60
1986-04-10,2437.19
1986-04-11,2435.43
1986-04-14,2448.12
1986-04-15,2453.54
1986-04-16,2495.80
1986-04-17,2506.46
1986-04-18,2502.53
1986-04-21,2522.79
1986-04-22,2503.00
1986-04-23,2493.81
1986-04-24,2497.88
1986-04-25,2500.30
1986-04-28,2503.69
1986-04-29,2480.36
1986-04-30,2434.17
1986-05-01,2428.91
1986-05-02,2428.81
1986-05-05,2453.80
1986-05-06,2451.94
1986-05-07,2440.45
1986-05-08,2452.67
1986-05-09,2459.84
1986-05-12,2456.19
1986-05-13,2445.81
1986-05-14,2455.30
1986-05-15,2429.52
1986-05-16,2415.82
1986-05-19,2418.15
1986-05-20,2441.83
1986-05-21,2438.20
1986-05-22,2478.95
1986-05-23,2491.75
1986-05-26,.
1986-05-27,2522.07
1986-05-28,2540.12
1986-05-29,2551.24
1986-05-30,2548.89
1986-06-02,2529.60
1986-06-03,2532.24
1986-06-04,2518.91
1986-06-05,2532.23
1986-06-06,2532.81
1986-06-09,2482.08
1986-06-10,2476.74
1986-06-11,2489.37
1986-06-12,2493.55
1986-06-13,2528.53
1986-06-16,2529.51
1986-06-17,2515.21
1986-06-18,2518.73
1986-06-19,2511.87
1986-06-20,2536.09
1986-06-23,2519.76
1986-06-24,2539.27
1986-06-25,2558.19
1986-06-26,2556.83
1986-06-27,2564.24
1986-06-30,2577.65
1986-07-01,2589.99
1986-07-02,2598.04
1986-07-03,2592.42
1986-07-04,.
1986-07-07,2518.28
1986-07-08,2481.44
1986-07-09,2496.29
1986-07-10,2498.51
1986-07-11,2495.48
1986-07-14,2454.87
1986-07-15,2412.94
1986-07-16,2425.60
1986-07-17,2434.43
1986-07-18,2436.98
1986-07-21,2433.25
1986-07-22,2450.24
1986-07-23,2454.70
1986-07-24,2446.34
1986-07-25,2465.73
1986-07-28,2426.35
1986-07-29,2409.32
1986-07-30,2422.85
1986-07-31,2419.31
1986-08-01,2409.33
1986-08-04,2411.39
1986-08-05,2422.29
1986-08-06,2416.45
